State,District,Year,ReportingYear,Season,Crop,Area,Production,ReportedYieldTonnesPerHectare,CropDataSource
Chhattisgarh,Korba,2013,2013 - 2014,Whole Year,All Crops,109179.0,150499.0,1.38,"DES Area, Production & Yield Query Report"
Chhattisgarh,Korba,2014,2014 - 2015,Whole Year,All Crops,109135.0,164065.0,1.5,"DES Area, Production & Yield Query Report"
Chhattisgarh,Korba,2015,2015 - 2016,Whole Year,All Crops,110143.0,86754.0,0.79,"DES Area, Production & Yield Query Report"
Chhattisgarh,Korba,2016,2016 - 2017,Whole Year,All Crops,109314.0,178988.0,1.64,"DES Area, Production & Yield Query Report"
Chhattisgarh,Korba,2017,2017 - 2018,Whole Year,All Crops,108938.0,144436.0,1.33,"DES Area, Production & Yield Query Report"
Chhattisgarh,Korba,2018,2018 - 2019,Whole Year,All Crops,109307.0,126495.0,1.16,"DES Area, Production & Yield Query Report"
Chhattisgarh,Korba,2019,2019 - 2020,Whole Year,All Crops,107701.0,164585.0,1.53,"DES Area, Production & Yield Query Report"
Chhattisgarh,Korba,2020,2020 - 2021,Whole Year,All Crops,113617.0,281831.0,2.48,"DES Area, Production & Yield Query Report"
Chhattisgarh,Korba,2021,2021 - 2022,Whole Year,All Crops,113411.0,150046.0,1.32,"DES Area, Production & Yield Query Report"
Chhattisgarh,Korba,2022,2022 - 2023,Whole Year,All Crops,114823.0,235542.0,2.05,"DES Area, Production & Yield Query Report"
Chhattisgarh,Korea,2013,2013 - 2014,Whole Year,All Crops,69767.0,112577.0,1.61,"DES Area, Production & Yield Query Report"
Chhattisgarh,Korea,2014,2014 - 2015,Whole Year,All Crops,73095.0,130407.0,1.78,"DES Area, Production & Yield Query Report"
Chhattisgarh,Korea,2015,2015 - 2016,Whole Year,All Crops,63527.0,46572.0,0.73,"DES Area, Production & Yield Query Report"
Chhattisgarh,Korea,2016,2016 - 2017,Whole Year,All Crops,67750.0,118762.0,1.75,"DES Area, Production & Yield Query Report"
Chhattisgarh,Korea,2017,2017 - 2018,Whole Year,All Crops,67752.0,71845.0,1.06,"DES Area, Production & Yield Query Report"
Chhattisgarh,Korea,2018,2018 - 2019,Whole Year,All Crops,68571.0,92310.0,1.35,"DES Area, Production & Yield Query Report"
Chhattisgarh,Korea,2019,2019 - 2020,Whole Year,All Crops,72599.0,116891.0,1.61,"DES Area, Production & Yield Query Report"
Chhattisgarh,Korea,2020,2020 - 2021,Whole Year,All Crops,73990.0,165757.0,2.24,"DES Area, Production & Yield Query Report"
Chhattisgarh,Korea,2021,2021 - 2022,Whole Year,All Crops,75972.0,107610.0,1.42,"DES Area, Production & Yield Query Report"
Chhattisgarh,Korea,2022,2022 - 2023,Whole Year,All Crops,41495.0,62142.0,1.5,"DES Area, Production & Yield Query Report"
Chhattisgarh,Mahasamund,2013,2013 - 2014,Whole Year,All Crops,271381.0,474504.0,1.75,"DES Area, Production & Yield Query Report"
Chhattisgarh,Mahasamund,2014,2014 - 2015,Whole Year,All Crops,272551.0,510063.0,1.87,"DES Area, Production & Yield Query Report"
Chhattisgarh,Mahasamund,2015,2015 - 2016,Whole Year,All Crops,271299.0,391426.0,1.44,"DES Area, Production & Yield Query Report"
Chhattisgarh,Mahasamund,2016,2016 - 2017,Whole Year,All Crops,282318.0,505564.0,1.79,"DES Area, Production & Yield Query Report"
Chhattisgarh,Mahasamund,2017,2017 - 2018,Whole Year,All Crops,281144.0,406970.0,1.45,"DES Area, Production & Yield Query Report"
Chhattisgarh,Mahasamund,2018,2018 - 2019,Whole Year,All Crops,294928.0,370014.0,1.25,"DES Area, Production & Yield Query Report"
Chhattisgarh,Mahasamund,2019,2019 - 2020,Whole Year,All Crops,290632.0,469992.0,1.62,"DES Area, Production & Yield Query Report"
Chhattisgarh,Mahasamund,2020,2020 - 2021,Whole Year,All Crops,283655.0,475208.0,1.68,"DES Area, Production & Yield Query Report"
Chhattisgarh,Mahasamund,2021,2021 - 2022,Whole Year,All Crops,289110.0,470059.0,1.63,"DES Area, Production & Yield Query Report"
Chhattisgarh,Mahasamund,2022,2022 - 2023,Whole Year,All Crops,294357.0,626688.0,2.13,"DES Area, Production & Yield Query Report"
Chhattisgarh,Manendragarh chirimiri bharatpur,2022,2022 - 2023,Whole Year,All Crops,34551.0,51299.0,1.48,"DES Area, Production & Yield Query Report"
Chhattisgarh,Mohla manpur ambagarh chouki,2022,2022 - 2023,Whole Year,All Crops,82369.0,155572.0,1.89,"DES Area, Production & Yield Query Report"
Chhattisgarh,Mungeli,2013,2013 - 2014,Whole Year,All Crops,108812.0,187778.0,1.73,"DES Area, Production & Yield Query Report"
Chhattisgarh,Mungeli,2014,2014 - 2015,Whole Year,All Crops,108824.0,220811.0,2.03,"DES Area, Production & Yield Query Report"
Chhattisgarh,Mungeli,2015,2015 - 2016,Whole Year,All Crops,112491.0,245531.0,2.18,"DES Area, Production & Yield Query Report"
Chhattisgarh,Mungeli,2016,2016 - 2017,Whole Year,All Crops,114169.0,290230.0,2.54,"DES Area, Production & Yield Query Report"
Chhattisgarh,Mungeli,2017,2017 - 2018,Whole Year,All Crops,115838.0,192241.0,1.66,"DES Area, Production & Yield Query Report"
Chhattisgarh,Mungeli,2018,2018 - 2019,Whole Year,All Crops,119885.0,202563.0,1.69,"DES Area, Production & Yield Query Report"
Chhattisgarh,Mungeli,2019,2019 - 2020,Whole Year,All Crops,124037.0,302195.0,2.44,"DES Area, Production & Yield Query Report"
Chhattisgarh,Mungeli,2020,2020 - 2021,Whole Year,All Crops,127686.0,334871.0,2.62,"DES Area, Production & Yield Query Report"
Chhattisgarh,Mungeli,2021,2021 - 2022,Whole Year,All Crops,129501.0,244219.0,1.89,"DES Area, Production & Yield Query Report"
Chhattisgarh,Mungeli,2022,2022 - 2023,Whole Year,All Crops,130074.0,301490.0,2.32,"DES Area, Production & Yield Query Report"
Chhattisgarh,Narayanpur,2013,2013 - 2014,Whole Year,All Crops,24627.0,39302.0,1.6,"DES Area, Production & Yield Query Report"
Chhattisgarh,Narayanpur,2014,2014 - 2015,Whole Year,All Crops,24856.0,44005.0,1.77,"DES Area, Production & Yield Query Report"
Chhattisgarh,Narayanpur,2015,2015 - 2016,Whole Year,All Crops,23926.0,16893.0,0.71,"DES Area, Production & Yield Query Report"
Chhattisgarh,Narayanpur,2016,2016 - 2017,Whole Year,All Crops,24086.0,39774.0,1.65,"DES Area, Production & Yield Query Report"
Chhattisgarh,Narayanpur,2017,2017 - 2018,Whole Year,All Crops,24257.0,21320.0,0.88,"DES Area, Production & Yield Query Report"
Chhattisgarh,Narayanpur,2018,2018 - 2019,Whole Year,All Crops,24591.0,25331.0,1.03,"DES Area, Production & Yield Query Report"
Chhattisgarh,Narayanpur,2019,2019 - 2020,Whole Year,All Crops,24748.0,37825.0,1.53,"DES Area, Production & Yield Query Report"
Chhattisgarh,Narayanpur,2020,2020 - 2021,Whole Year,All Crops,21390.0,27684.0,1.29,"DES Area, Production & Yield Query Report"
Chhattisgarh,Narayanpur,2021,2021 - 2022,Whole Year,All Crops,21854.0,26721.0,1.22,"DES Area, Production & Yield Query Report"
Chhattisgarh,Narayanpur,2022,2022 - 2023,Whole Year,All Crops,22488.0,42932.0,1.91,"DES Area, Production & Yield Query Report"
Chhattisgarh,Raigarh,2013,2013 - 2014,Whole Year,All Crops,237928.0,303252.0,1.27,"DES Area, Production & Yield Query Report"
Chhattisgarh,Raigarh,2014,2014 - 2015,Whole Year,All Crops,228200.0,367385.0,1.61,"DES Area, Production & Yield Query Report"
Chhattisgarh,Raigarh,2015,2015 - 2016,Whole Year,All Crops,228820.0,252504.0,1.1,"DES Area, Production & Yield Query Report"
Chhattisgarh,Raigarh,2016,2016 - 2017,Whole Year,All Crops,243089.0,560337.0,2.31,"DES Area, Production & Yield Query Report"
Chhattisgarh,Raigarh,2017,2017 - 2018,Whole Year,All Crops,227207.0,407752.0,1.79,"DES Area, Production & Yield Query Report"
Chhattisgarh,Raigarh,2018,2018 - 2019,Whole Year,All Crops,240884.0,397848.0,1.65,"DES Area, Production & Yield Query Report"
Chhattisgarh,Raigarh,2019,2019 - 2020,Whole Year,All Crops,244702.0,517811.0,2.12,"DES Area, Production & Yield Query Report"
Chhattisgarh,Raigarh,2020,2020 - 2021,Whole Year,All Crops,239613.0,453529.0,1.89,"DES Area, Production & Yield Query Report"
Chhattisgarh,Raigarh,2021,2021 - 2022,Whole Year,All Crops,238712.0,393033.0,1.65,"DES Area, Production & Yield Query Report"
Chhattisgarh,Raigarh,2022,2022 - 2023,Whole Year,All Crops,164249.0,440678.0,2.68,"DES Area, Production & Yield Query Report"
Chhattisgarh,Raipur,2013,2013 - 2014,Whole Year,All Crops,185684.0,314837.0,1.7,"DES Area, Production & Yield Query Report"
Chhattisgarh,Raipur,2014,2014 - 2015,Whole Year,All Crops,186042.0,376312.0,2.02,"DES Area, Production & Yield Query Report"
Chhattisgarh,Raipur,2015,2015 - 2016,Whole Year,All Crops,165748.0,264662.0,1.6,"DES Area, Production & Yield Query Report"
Chhattisgarh,Raipur,2016,2016 - 2017,Whole Year,All Crops,179497.0,580980.0,3.24,"DES Area, Production & Yield Query Report"
Chhattisgarh,Raipur,2017,2017 - 2018,Whole Year,All Crops,162416.0,329784.0,2.03,"DES Area, Production & Yield Query Report"
Chhattisgarh,Raipur,2018,2018 - 2019,Whole Year,All Crops,167839.0,380723.0,2.27,"DES Area, Production & Yield Query Report"
Chhattisgarh,Raipur,2019,2019 - 2020,Whole Year,All Crops,172813.0,511646.0,2.96,"DES Area, Production & Yield Query Report"
Chhattisgarh,Raipur,2020,2020 - 2021,Whole Year,All Crops,171725.0,507964.0,2.96,"DES Area, Production & Yield Query Report"
Chhattisgarh,Raipur,2021,2021 - 2022,Whole Year,All Crops,172678.0,506956.0,2.94,"DES Area, Production & Yield Query Report"
Chhattisgarh,Raipur,2022,2022 - 2023,Whole Year,All Crops,173459.0,604190.0,3.48,"DES Area, Production & Yield Query Report"
Chhattisgarh,Rajnandgaon,2013,2013 - 2014,Whole Year,All Crops,281928.0,428897.0,1.52,"DES Area, Production & Yield Query Report"
Chhattisgarh,Rajnandgaon,2014,2014 - 2015,Whole Year,All Crops,287194.0,480285.0,1.67,"DES Area, Production & Yield Query Report"
Chhattisgarh,Rajnandgaon,2015,2015 - 2016,Whole Year,All Crops,268648.0,199339.0,0.74,"DES Area, Production & Yield Query Report"
Chhattisgarh,Rajnandgaon,2016,2016 - 2017,Whole Year,All Crops,290276.0,539710.0,1.86,"DES Area, Production & Yield Query Report"
Chhattisgarh,Rajnandgaon,2017,2017 - 2018,Whole Year,All Crops,294317.0,307925.0,1.05,"DES Area, Production & Yield Query Report"
Chhattisgarh,Rajnandgaon,2018,2018 - 2019,Whole Year,All Crops,310786.0,427239.0,1.37,"DES Area, Production & Yield Query Report"
Chhattisgarh,Rajnandgaon,2019,2019 - 2020,Whole Year,All Crops,340270.0,613716.0,1.8,"DES Area, Production & Yield Query Report"
Chhattisgarh,Rajnandgaon,2020,2020 - 2021,Whole Year,All Crops,346977.0,668770.0,1.93,"DES Area, Production & Yield Query Report"
Chhattisgarh,Rajnandgaon,2021,2021 - 2022,Whole Year,All Crops,352622.0,649508.0,1.84,"DES Area, Production & Yield Query Report"
Chhattisgarh,Rajnandgaon,2022,2022 - 2023,Whole Year,All Crops,185611.0,358544.0,1.93,"DES Area, Production & Yield Query Report"
Chhattisgarh,Sakti,2022,2022 - 2023,Whole Year,All Crops,124017.0,375235.0,3.03,"DES Area, Production & Yield Query Report"
Chhattisgarh,Sarangarh bilaigarh,2022,2022 - 2023,Whole Year,All Crops,106006.0,264183.0,2.49,"DES Area, Production & Yield Query Report"
Chhattisgarh,Sukma,2013,2013 - 2014,Whole Year,All Crops,72828.0,171578.0,2.36,"DES Area, Production & Yield Query Report"
Chhattisgarh,Sukma,2014,2014 - 2015,Whole Year,All Crops,78438.0,174280.0,2.22,"DES Area, Production & Yield Query Report"
Chhattisgarh,Sukma,2015,2015 - 2016,Whole Year,All Crops,81613.0,104400.0,1.28,"DES Area, Production & Yield Query Report"
Chhattisgarh,Sukma,2016,2016 - 2017,Whole Year,All Crops,81527.0,143028.0,1.75,"DES Area, Production & Yield Query Report"
Chhattisgarh,Sukma,2017,2017 - 2018,Whole Year,All Crops,84363.0,121652.0,1.44,"DES Area, Production & Yield Query Report"
Chhattisgarh,Sukma,2018,2018 - 2019,Whole Year,All Crops,82205.0,111313.0,1.35,"DES Area, Production & Yield Query Report"
Chhattisgarh,Sukma,2019,2019 - 2020,Whole Year,All Crops,86395.0,139513.0,1.61,"DES Area, Production & Yield Query Report"
Chhattisgarh,Sukma,2020,2020 - 2021,Whole Year,All Crops,86729.0,158838.0,1.83,"DES Area, Production & Yield Query Report"
Chhattisgarh,Sukma,2021,2021 - 2022,Whole Year,All Crops,88672.0,158427.0,1.79,"DES Area, Production & Yield Query Report"
Chhattisgarh,Sukma,2022,2022 - 2023,Whole Year,All Crops,89813.0,250656.0,2.79,"DES Area, Production & Yield Query Report"
Chhattisgarh,Surajpur,2013,2013 - 2014,Whole Year,All Crops,108262.0,189774.0,1.75,"DES Area, Production & Yield Query Report"
Chhattisgarh,Surajpur,2014,2014 - 2015,Whole Year,All Crops,106865.0,196547.0,1.84,"DES Area, Production & Yield Query Report"
Chhattisgarh,Surajpur,2015,2015 - 2016,Whole Year,All Crops,107800.0,135447.0,1.26,"DES Area, Production & Yield Query Report"
Chhattisgarh,Surajpur,2016,2016 - 2017,Whole Year,All Crops,108003.0,185991.0,1.72,"DES Area, Production & Yield Query Report"
Chhattisgarh,Surajpur,2017,2017 - 2018,Whole Year,All Crops,108911.0,151397.0,1.39,"DES Area, Production & Yield Query Report"
Chhattisgarh,Surajpur,2018,2018 - 2019,Whole Year,All Crops,111561.0,173808.0,1.56,"DES Area, Production & Yield Query Report"
Chhattisgarh,Surajpur,2019,2019 - 2020,Whole Year,All Crops,113276.0,179222.0,1.58,"DES Area, Production & Yield Query Report"
Chhattisgarh,Surajpur,2020,2020 - 2021,Whole Year,All Crops,113474.0,186974.0,1.65,"DES Area, Production & Yield Query Report"
Chhattisgarh,Surajpur,2021,2021 - 2022,Whole Year,All Crops,115008.0,184742.0,1.61,"DES Area, Production & Yield Query Report"
Chhattisgarh,Surajpur,2022,2022 - 2023,Whole Year,All Crops,117241.0,267329.0,2.28,"DES Area, Production & Yield Query Report"
Chhattisgarh,Surguja,2013,2013 - 2014,Whole Year,All Crops,116893.0,202401.0,1.73,"DES Area, Production & Yield Query Report"
Chhattisgarh,Surguja,2014,2014 - 2015,Whole Year,All Crops,117268.0,206623.0,1.76,"DES Area, Production & Yield Query Report"
Chhattisgarh,Surguja,2015,2015 - 2016,Whole Year,All Crops,116481.0,167130.0,1.43,"DES Area, Production & Yield Query Report"
Chhattisgarh,Surguja,2016,2016 - 2017,Whole Year,All Crops,118030.0,195872.0,1.66,"DES Area, Production & Yield Query Report"
Chhattisgarh,Surguja,2017,2017 - 2018,Whole Year,All Crops,116713.0,173296.0,1.48,"DES Area, Production & Yield Query Report"
Chhattisgarh,Surguja,2018,2018 - 2019,Whole Year,All Crops,116068.0,148351.0,1.28,"DES Area, Production & Yield Query Report"
Chhattisgarh,Surguja,2019,2019 - 2020,Whole Year,All Crops,115066.0,176024.0,1.53,"DES Area, Production & Yield Query Report"
Chhattisgarh,Surguja,2020,2020 - 2021,Whole Year,All Crops,113959.0,185353.0,1.63,"DES Area, Production & Yield Query Report"
Chhattisgarh,Surguja,2021,2021 - 2022,Whole Year,All Crops,115588.0,187443.0,1.62,"DES Area, Production & Yield Query Report"
Chhattisgarh,Surguja,2022,2022 - 2023,Whole Year,All Crops,115110.0,264479.0,2.3,"DES Area, Production & Yield Query Report"
The Dadra & Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2021,2021 - 2022,Whole Year,All Crops,15853.0,32800.0,2.07,"DES Area, Production & Yield Query Report"
The Dadra & Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2022,2022 - 2023,Whole Year,All Crops,15853.0,33038.0,2.08,"DES Area, Production & Yield Query Report"
The Dadra & Nagar Haveli and Daman and Diu,Daman,2021,2021 - 2022,Whole Year,All Crops,1434.0,2776.0,1.94,"DES Area, Production & Yield Query Report"
The Dadra & Nagar Haveli and Daman and Diu,Daman,2022,2022 - 2023,Whole Year,All Crops,1434.0,2791.0,1.95,"DES Area, Production & Yield Query Report"
Delhi,Delhi_Total,2013,2013 - 2014,Whole Year,All Crops,6068.0,19768.0,3.26,"DES Area, Production & Yield Query Report"
Delhi,Delhi_Total,2014,2014 - 2015,Whole Year,All Crops,6035.0,17269.0,2.86,"DES Area, Production & Yield Query Report"
Delhi,Delhi_Total,2015,2015 - 2016,Whole Year,All Crops,5884.0,16837.0,2.86,"DES Area, Production & Yield Query Report"
Delhi,Delhi_Total,2016,2016 - 2017,Whole Year,All Crops,5973.0,17260.0,2.89,"DES Area, Production & Yield Query Report"
Delhi,Delhi_Total,2017,2017 - 2018,Whole Year,All Crops,5854.0,16837.0,2.88,"DES Area, Production & Yield Query Report"
Delhi,Delhi_Total,2018,2018 - 2019,Whole Year,All Crops,5848.0,16826.0,2.88,"DES Area, Production & Yield Query Report"
Delhi,Delhi_Total,2019,2019 - 2020,Whole Year,All Crops,5848.0,17580.0,3.01,"DES Area, Production & Yield Query Report"
Goa,North goa,2013,2013 - 2014,Whole Year,All Crops,22010.0,66351.0,3.01,"DES Area, Production & Yield Query Report"
Goa,North goa,2014,2014 - 2015,Whole Year,All Crops,21205.0,59788.0,2.82,"DES Area, Production & Yield Query Report"
Goa,North goa,2015,2015 - 2016,Whole Year,All Crops,17554.0,50077.0,2.85,"DES Area, Production & Yield Query Report"
Goa,North goa,2016,2016 - 2017,Whole Year,All Crops,17327.0,49267.0,2.84,"DES Area, Production & Yield Query Report"
Goa,North goa,2017,2017 - 2018,Whole Year,All Crops,16135.0,45946.0,2.85,"DES Area, Production & Yield Query Report"
Goa,North goa,2018,2018 - 2019,Whole Year,All Crops,15500.0,43236.0,2.79,"DES Area, Production & Yield Query Report"
Goa,North goa,2019,2019 - 2020,Whole Year,All Crops,13867.0,35032.0,2.53,"DES Area, Production & Yield Query Report"
Goa,North goa,2020,2020 - 2021,Whole Year,All Crops,13017.0,38646.0,2.97,"DES Area, Production & Yield Query Report"
Goa,North goa,2021,2021 - 2022,Whole Year,All Crops,12861.0,37149.0,2.89,"DES Area, Production & Yield Query Report"
Goa,North goa,2022,2022 - 2023,Whole Year,All Crops,3359.0,54249.0,16.15,"DES Area, Production & Yield Query Report"
Goa,South goa,2013,2013 - 2014,Whole Year,All Crops,20810.0,60160.0,2.89,"DES Area, Production & Yield Query Report"
Goa,South goa,2014,2014 - 2015,Whole Year,All Crops,20765.0,60717.0,2.92,"DES Area, Production & Yield Query Report"
Goa,South goa,2015,2015 - 2016,Whole Year,All Crops,23790.0,64991.0,2.73,"DES Area, Production & Yield Query Report"
Goa,South goa,2016,2016 - 2017,Whole Year,All Crops,23496.0,63960.0,2.72,"DES Area, Production & Yield Query Report"
Goa,South goa,2017,2017 - 2018,Whole Year,All Crops,22385.0,57051.0,2.55,"DES Area, Production & Yield Query Report"
Goa,South goa,2018,2018 - 2019,Whole Year,All Crops,20884.0,55618.0,2.66,"DES Area, Production & Yield Query Report"
Goa,South goa,2019,2019 - 2020,Whole Year,All Crops,20831.0,55343.0,2.66,"DES Area, Production & Yield Query Report"
Goa,South goa,2020,2020 - 2021,Whole Year,All Crops,19660.0,48695.0,2.48,"DES Area, Production & Yield Query Report"
Goa,South goa,2021,2021 - 2022,Whole Year,All Crops,19486.0,53282.0,2.73,"DES Area, Production & Yield Query Report"
Goa,South goa,2022,2022 - 2023,Whole Year,All Crops,7848.0,65625.0,8.36,"DES Area, Production & Yield Query Report"
Gujarat,Ahmadabad,2013,2013 - 2014,Whole Year,All Crops,116512.0,276281.0,2.37,"DES Area, Production & Yield Query Report"
Gujarat,Ahmadabad,2014,2014 - 2015,Whole Year,All Crops,125434.0,336407.0,2.68,"DES Area, Production & Yield Query Report"
Gujarat,Ahmadabad,2015,2015 - 2016,Whole Year,All Crops,124285.0,323258.0,2.6,"DES Area, Production & Yield Query Report"
Gujarat,Ahmadabad,2016,2016 - 2017,Whole Year,All Crops,147770.0,407564.0,2.76,"DES Area, Production & Yield Query Report"
Gujarat,Ahmadabad,2017,2017 - 2018,Whole Year,All Crops,151840.0,343029.0,2.26,"DES Area, Production & Yield Query Report"
Gujarat,Ahmadabad,2018,2018 - 2019,Whole Year,All Crops,123270.0,185009.0,1.5,"DES Area, Production & Yield Query Report"
Gujarat,Ahmadabad,2019,2019 - 2020,Whole Year,All Crops,150096.0,328991.0,2.19,"DES Area, Production & Yield Query Report"
Gujarat,Ahmadabad,2020,2020 - 2021,Whole Year,All Crops,164078.0,416234.0,2.54,"DES Area, Production & Yield Query Report"
Gujarat,Ahmadabad,2021,2021 - 2022,Whole Year,All Crops,161276.0,348879.0,2.16,"DES Area, Production & Yield Query Report"
Gujarat,Ahmadabad,2022,2022 - 2023,Whole Year,All Crops,181822.0,518558.0,2.85,"DES Area, Production & Yield Query Report"
Gujarat,Anand,2013,2013 - 2014,Whole Year,All Crops,114773.0,298875.0,2.6,"DES Area, Production & Yield Query Report"
